event,timestamp,ufos,materialized_chunks,intended_memory_usage,apparent_memory_usage,memory_usage,disk_usage,ufo_0_memory_usage,ufo_0_disk_usage,ufo_1_memory_usage,ufo_1_disk_usage,
D,58600801,1,49,80000008,80003072,16056320,46858240,16056320,46858240,0,0,
D,58703888,1,48,80000008,80003072,15728640,47185920,15728640,47185920,0,0,
D,58771326,1,47,80000008,80003072,15400960,47513600,15400960,47513600,0,0,
D,58773847,1,46,80000008,80003072,15073280,47841280,15073280,47841280,0,0,
D,58777081,1,45,80000008,80003072,14745600,48168960,14745600,48168960,0,0,
D,59214617,1,44,80000008,80003072,14417920,48496640,14417920,48496640,0,0,
D,59336367,1,43,80000008,80003072,14090240,48824320,14090240,48824320,0,0,
D,59417381,1,42,80000008,80003072,13762560,49152000,13762560,49152000,0,0,
D,59468070,1,41,80000008,80003072,13434880,49479680,13434880,49479680,0,0,
D,59477571,1,40,80000008,80003072,13107200,49807360,13107200,49807360,0,0,
D,59512677,1,39,80000008,80003072,12779520,50135040,12779520,50135040,0,0,
D,59587826,1,38,80000008,80003072,12451840,50462720,12451840,50462720,0,0,
D,59590709,1,37,80000008,80003072,12124160,50790400,12124160,50790400,0,0,
D,59643292,1,36,80000008,80003072,11796480,51118080,11796480,51118080,0,0,
D,59713442,1,35,80000008,80003072,11468800,51445760,11468800,51445760,0,0,
D,59863734,1,34,80000008,80003072,11141120,51773440,11141120,51773440,0,0,
D,59866916,1,33,80000008,80003072,10813440,52101120,10813440,52101120,0,0,
D,60058186,1,32,80000008,80003072,10485760,52428800,10485760,52428800,0,0,
E,60100489,1,32,80000008,80003072,10485760,52428800,10485760,52428800,0,0,
M,60163374,1,33,80000008,80003072,10813440,52428800,10813440,52428800,0,0,
M,60291660,1,34,80000008,80003072,11141120,52428800,11141120,52428800,0,0,
M,60431901,1,35,80000008,80003072,11468800,52428800,11468800,52428800,0,0,
M,60576574,1,36,80000008,80003072,11796480,52428800,11796480,52428800,0,0,
M,60715373,1,37,80000008,80003072,12124160,52428800,12124160,52428800,0,0,
M,60842513,1,38,80000008,80003072,12451840,52428800,12451840,52428800,0,0,
M,60967577,1,39,80000008,80003072,12779520,52428800,12779520,52428800,0,0,
M,61089478,1,40,80000008,80003072,13107200,52428800,13107200,52428800,0,0,
M,61211439,1,41,80000008,80003072,13434880,52428800,13434880,52428800,0,0,
M,61338958,1,42,80000008,80003072,13762560,52428800,13762560,52428800,0,0,
M,61467574,1,43,80000008,80003072,14090240,52428800,14090240,52428800,0,0,
M,61601465,1,44,80000008,80003072,14417920,52428800,14417920,52428800,0,0,
M,61736840,1,45,80000008,80003072,14745600,52428800,14745600,52428800,0,0,
M,61879125,1,46,80000008,80003072,15073280,52428800,15073280,52428800,0,0,
M,62002853,1,47,80000008,80003072,15400960,52428800,15400960,52428800,0,0,
M,62120087,1,48,80000008,80003072,15728640,52428800,15728640,52428800,0,0,
M,62327970,1,49,80000008,80003072,16056320,52428800,16056320,52428800,0,0,
M,62603696,1,50,80000008,80003072,16384000,52428800,16384000,52428800,0,0,
M,62719543,1,51,80000008,80003072,16711680,52428800,16711680,52428800,0,0,
M,62832736,1,52,80000008,80003072,17039360,52428800,17039360,52428800,0,0,
M,62951755,1,53,80000008,80003072,17367040,52428800,17367040,52428800,0,0,
M,63065519,1,54,80000008,80003072,17694720,52428800,17694720,52428800,0,0,
M,63175606,1,55,80000008,80003072,18022400,52428800,18022400,52428800,0,0,
M,63298486,1,56,80000008,80003072,18350080,52428800,18350080,52428800,0,0,
M,63429235,1,57,80000008,80003072,18677760,52428800,18677760,52428800,0,0,
M,63553936,1,58,80000008,80003072,19005440,52428800,19005440,52428800,0,0,
M,63671564,1,59,80000008,80003072,19333120,52428800,19333120,52428800,0,0,
M,63789799,1,60,80000008,80003072,19660800,52428800,19660800,52428800,0,0,
M,63921012,1,61,80000008,80003072,19988480,52428800,19988480,52428800,0,0,
M,64041228,1,62,80000008,80003072,20316160,52428800,20316160,52428800,0,0,
M,64171175,1,63,80000008,80003072,20643840,52428800,20643840,52428800,0,0,
M,64309200,1,64,80000008,80003072,20971520,52428800,20971520,52428800,0,0,
S,64355783,1,64,80000008,80003072,20971520,52428800,20971520,52428800,0,0,
D,65178877,1,63,80000008,80003072,20643840,52756480,20643840,52756480,0,0,
D,65547388,1,62,80000008,80003072,20316160,53084160,20316160,53084160,0,0,
D,65589370,1,61,80000008,80003072,19988480,53411840,19988480,53411840,0,0,
D,65803685,1,60,80000008,80003072,19660800,53739520,19660800,53739520,0,0,
D,65929735,1,59,80000008,80003072,19333120,54067200,19333120,54067200,0,0,
D,66136892,1,58,80000008,80003072,19005440,54394880,19005440,54394880,0,0,
D,66478183,1,57,80000008,80003072,18677760,54722560,18677760,54722560,0,0,
D,66486132,1,56,80000008,80003072,18350080,55050240,18350080,55050240,0,0,
D,66730006,1,55,80000008,80003072,18022400,55377920,18022400,55377920,0,0,
D,66995706,1,54,80000008,80003072,17694720,55705600,17694720,55705600,0,0,
D,67145273,1,53,80000008,80003072,17367040,56033280,17367040,56033280,0,0,
D,67180961,1,52,80000008,80003072,17039360,56360960,17039360,56360960,0,0,
D,67268085,1,51,80000008,80003072,16711680,56688640,16711680,56688640,0,0,
D,67397883,1,50,80000008,80003072,16384000,57016320,16384000,57016320,0,0,
D,67455408,1,49,80000008,80003072,16056320,57344000,16056320,57344000,0,0,
D,67554970,1,48,80000008,80003072,15728640,57671680,15728640,57671680,0,0,
D,67666005,1,47,80000008,80003072,15400960,57999360,15400960,57999360,0,0,
D,67681924,1,46,80000008,80003072,15073280,58327040,15073280,58327040,0,0,
D,67755970,1,45,80000008,80003072,14745600,58654720,14745600,58654720,0,0,
D,67925296,1,44,80000008,80003072,14417920,58982400,14417920,58982400,0,0,
D,68070962,1,43,80000008,80003072,14090240,59310080,14090240,59310080,0,0,
D,68203255,1,42,80000008,80003072,13762560,59637760,13762560,59637760,0,0,
D,68319172,1,41,80000008,80003072,13434880,59965440,13434880,59965440,0,0,
D,68387172,1,40,80000008,80003072,13107200,60293120,13107200,60293120,0,0,
D,68469633,1,39,80000008,80003072,12779520,60620800,12779520,60620800,0,0,
D,68508338,1,38,80000008,80003072,12451840,60948480,12451840,60948480,0,0,
D,68555922,1,37,80000008,80003072,12124160,61276160,12124160,61276160,0,0,
D,68563156,1,36,80000008,80003072,11796480,61603840,11796480,61603840,0,0,
D,68652216,1,35,80000008,80003072,11468800,61931520,11468800,61931520,0,0,
D,69026809,1,34,80000008,80003072,11141120,62259200,11141120,62259200,0,0,
D,69510681,1,33,80000008,80003072,10813440,62586880,10813440,62586880,0,0,
D,69523002,1,32,80000008,80003072,10485760,62914560,10485760,62914560,0,0,
E,69578674,1,32,80000008,80003072,10485760,62914560,10485760,62914560,0,0,
M,69648871,1,33,80000008,80003072,10813440,62914560,10813440,62914560,0,0,
M,69775790,1,34,80000008,80003072,11141120,62914560,11141120,62914560,0,0,
M,69895234,1,35,80000008,80003072,11468800,62914560,11468800,62914560,0,0,
M,70011721,1,36,80000008,80003072,11796480,62914560,11796480,62914560,0,0,
M,70151781,1,37,80000008,80003072,12124160,62914560,12124160,62914560,0,0,
M,70275109,1,38,80000008,80003072,12451840,62914560,12451840,62914560,0,0,
M,70410021,1,39,80000008,80003072,12779520,62914560,12779520,62914560,0,0,
M,70527357,1,40,80000008,80003072,13107200,62914560,13107200,62914560,0,0,
M,70647794,1,41,80000008,80003072,13434880,62914560,13434880,62914560,0,0,
M,70772017,1,42,80000008,80003072,13762560,62914560,13762560,62914560,0,0,
M,70890220,1,43,80000008,80003072,14090240,62914560,14090240,62914560,0,0,
M,71006807,1,44,80000008,80003072,14417920,62914560,14417920,62914560,0,0,
M,71125787,1,45,80000008,80003072,14745600,62914560,14745600,62914560,0,0,
M,71256626,1,46,80000008,80003072,15073280,62914560,15073280,62914560,0,0,
M,71384658,1,47,80000008,80003072,15400960,62914560,15400960,62914560,0,0,
M,71497993,1,48,80000008,80003072,15728640,62914560,15728640,62914560,0,0,
M,71627852,1,49,80000008,80003072,16056320,62914560,16056320,62914560,0,0,
M,71737983,1,50,80000008,80003072,16384000,62914560,16384000,62914560,0,0,
M,71861003,1,51,80000008,80003072,16711680,62914560,16711680,62914560,0,0,
M,71990274,1,52,80000008,80003072,17039360,62914560,17039360,62914560,0,0,
M,72051891,1,53,80000008,80003072,17088512,62914560,17088512,62914560,0,0,
A,72119252,2,53,120000016,120004608,17088512,62914560,17088512,62914560,0,0,
M,72960890,2,54,120000016,120004608,17416192,62914560,17088512,62914560,327680,0,
M,73083459,2,55,120000016,120004608,17743872,62914560,17088512,62914560,655360,0,
M,73202198,2,56,120000016,120004608,18071552,62914560,17088512,62914560,983040,0,
M,73314039,2,57,120000016,120004608,18399232,62914560,17088512,62914560,1310720,0,
M,73432487,2,58,120000016,120004608,18726912,62914560,17088512,62914560,1638400,0,
M,73545307,2,59,120000016,120004608,19054592,62914560,17088512,62914560,1966080,0,
M,73660735,2,60,120000016,120004608,19382272,62914560,17088512,62914560,2293760,0,
M,73773260,2,61,120000016,120004608,19709952,62914560,17088512,62914560,2621440,0,
M,73885659,2,62,120000016,120004608,20037632,62914560,17088512,62914560,2949120,0,
M,74007485,2,63,120000016,120004608,20365312,62914560,17088512,62914560,3276800,0,
M,74126132,2,64,120000016,120004608,20692992,62914560,17088512,62914560,3604480,0,
S,74164115,2,64,120000016,120004608,20692992,62914560,17088512,62914560,3604480,0,
D,75272279,2,63,120000016,120004608,20365312,63242240,16760832,63242240,3604480,0,
D,75291014,2,62,120000016,120004608,20037632,63569920,16433152,63569920,3604480,0,
D,75310056,2,61,120000016,120004608,19709952,63897600,16105472,63897600,3604480,0,
D,75366220,2,60,120000016,120004608,19382272,64225280,15777792,64225280,3604480,0,
D,75428922,2,59,120000016,120004608,19054592,64552960,15450112,64552960,3604480,0,
D,75567875,2,58,120000016,120004608,18726912,64880640,15122432,64880640,3604480,0,
D,75598423,2,57,120000016,120004608,18399232,65208320,14794752,65208320,3604480,0,
D,75611247,2,56,120000016,120004608,18071552,65536000,14467072,65536000,3604480,0,
D,75624442,2,55,120000016,120004608,17743872,65863680,14139392,65863680,3604480,0,
D,75642304,2,54,120000016,120004608,17416192,66191360,13811712,66191360,3604480,0,
D,75650700,2,53,120000016,120004608,17088512,66519040,13484032,66519040,3604480,0,
D,76560906,2,52,120000016,120004608,16760832,66846720,13156352,66846720,3604480,0,
D,76657477,2,51,120000016,120004608,16433152,67174400,12828672,67174400,3604480,0,
D,76710187,2,50,120000016,120004608,16105472,67502080,12500992,67502080,3604480,0,
D,76720180,2,49,120000016,120004608,15777792,67829760,12173312,67829760,3604480,0,
D,76722003,2,48,120000016,120004608,15450112,68157440,11845632,68157440,3604480,0,
D,76793077,2,47,120000016,120004608,15122432,68485120,11517952,68485120,3604480,0,
D,76800664,2,46,120000016,120004608,14794752,68812800,11190272,68812800,3604480,0,
D,76888671,2,45,120000016,120004608,14467072,69140480,10862592,69140480,3604480,0,
D,76929442,2,44,120000016,120004608,14139392,69468160,10534912,69468160,3604480,0,
D,76937669,2,43,120000016,120004608,13811712,69795840,10207232,69795840,3604480,0,
D,76945430,2,42,120000016,120004608,13484032,70123520,9879552,70123520,3604480,0,
D,77043669,2,41,120000016,120004608,13156352,70451200,9551872,70451200,3604480,0,
D,77591604,2,40,120000016,120004608,12828672,70778880,9224192,70778880,3604480,0,
D,77604975,2,39,120000016,120004608,12500992,71106560,8896512,71106560,3604480,0,
D,77620311,2,38,120000016,120004608,12173312,71434240,8568832,71434240,3604480,0,
D,77674492,2,37,120000016,120004608,11845632,71761920,8241152,71761920,3604480,0,
D,77683081,2,36,120000016,120004608,11517952,72089600,7913472,72089600,3604480,0,
D,77822124,2,35,120000016,120004608,11190272,72417280,7585792,72417280,3604480,0,
D,77977439,2,34,120000016,120004608,10862592,72744960,7258112,72744960,3604480,0,
D,78279524,2,33,120000016,120004608,10534912,73072640,6930432,73072640,3604480,0,
D,78287911,2,32,120000016,120004608,10207232,73400320,6602752,73400320,3604480,0,
E,78368108,2,32,120000016,120004608,10207232,73400320,6602752,73400320,3604480,0,
M,78441379,2,33,120000016,120004608,10534912,73400320,6602752,73400320,3932160,0,
M,78574671,2,34,120000016,120004608,10862592,73400320,6602752,73400320,4259840,0,
M,78678941,2,35,120000016,120004608,11190272,73400320,6602752,73400320,4587520,0,
M,78824098,2,36,120000016,120004608,11517952,73400320,6602752,73400320,4915200,0,
M,78935960,2,37,120000016,120004608,11845632,73400320,6602752,73400320,5242880,0,
M,79060874,2,38,120000016,120004608,12173312,73400320,6602752,73400320,5570560,0,
M,79228716,2,39,120000016,120004608,12500992,73400320,6602752,73400320,5898240,0,
M,79350210,2,40,120000016,120004608,12828672,73400320,6602752,73400320,6225920,0,
M,79478683,2,41,120000016,120004608,13156352,73400320,6602752,73400320,6553600,0,
M,79599229,2,42,120000016,120004608,13484032,73400320,6602752,73400320,6881280,0,
M,79720249,2,43,120000016,120004608,13811712,73400320,6602752,73400320,7208960,0,
M,79842510,2,44,120000016,120004608,14139392,73400320,6602752,73400320,7536640,0,
M,79956051,2,45,120000016,120004608,14467072,73400320,6602752,73400320,7864320,0,
M,80056345,2,46,120000016,120004608,14794752,73400320,6602752,73400320,8192000,0,
M,80180708,2,47,120000016,120004608,15122432,73400320,6602752,73400320,8519680,0,
M,80304248,2,48,120000016,120004608,15450112,73400320,6602752,73400320,8847360,0,
M,80416663,2,49,120000016,120004608,15777792,73400320,6602752,73400320,9175040,0,
M,80544315,2,50,120000016,120004608,16105472,73400320,6602752,73400320,9502720,0,
M,80658065,2,51,120000016,120004608,16433152,73400320,6602752,73400320,9830400,0,
M,80771385,2,52,120000016,120004608,16760832,73400320,6602752,73400320,10158080,0,
M,80879955,2,53,120000016,120004608,17088512,73400320,6602752,73400320,10485760,0,
M,80989899,2,54,120000016,120004608,17416192,73400320,6602752,73400320,10813440,0,
M,81099591,2,55,120000016,120004608,17743872,73400320,6602752,73400320,11141120,0,
M,81209459,2,56,120000016,120004608,18071552,73400320,6602752,73400320,11468800,0,
M,81320805,2,57,120000016,120004608,18399232,73400320,6602752,73400320,11796480,0,
M,81428063,2,58,120000016,120004608,18726912,73400320,6602752,73400320,12124160,0,
M,81542772,2,59,120000016,120004608,19054592,73400320,6602752,73400320,12451840,0,
M,81655421,2,60,120000016,120004608,19382272,73400320,6602752,73400320,12779520,0,
M,81766294,2,61,120000016,120004608,19709952,73400320,6602752,73400320,13107200,0,
M,81886846,2,62,120000016,120004608,20037632,73400320,6602752,73400320,13434880,0,
M,82010652,2,63,120000016,120004608,20365312,73400320,6602752,73400320,13762560,0,
M,82116558,2,64,120000016,120004608,20692992,73400320,6602752,73400320,14090240,0,
S,82166555,2,64,120000016,120004608,20692992,73400320,6602752,73400320,14090240,0,
D,82432969,2,63,120000016,120004608,20365312,73400320,6602752,73400320,13762560,0,
D,82437670,2,62,120000016,120004608,20037632,73400320,6602752,73400320,13434880,0,
D,82567665,2,61,120000016,120004608,19709952,73400320,6602752,73400320,13107200,0,
D,82592420,2,60,120000016,120004608,19382272,73400320,6602752,73400320,12779520,0,
D,82638852,2,59,120000016,120004608,19054592,73400320,6602752,73400320,12451840,0,
D,82784394,2,58,120000016,120004608,18726912,73400320,6602752,73400320,12124160,0,
D,82883007,2,57,120000016,120004608,18399232,73400320,6602752,73400320,11796480,0,
D,83001196,2,56,120000016,120004608,18071552,73400320,6602752,73400320,11468800,0,
D,83322533,2,55,120000016,120004608,17743872,73728000,6275072,73728000,11468800,0,
D,83508568,2,54,120000016,120004608,17416192,74055680,5947392,74055680,11468800,0,
D,83673470,2,53,120000016,120004608,17088512,74383360,5619712,74383360,11468800,0,
D,83710695,2,52,120000016,120004608,17039360,74432512,5570560,74432512,11468800,0,
D,83769052,2,51,120000016,120004608,16711680,74760192,5242880,74760192,11468800,0,
D,83839843,2,50,120000016,120004608,16384000,74760192,5242880,74760192,11141120,0,
D,83983327,2,49,120000016,120004608,16056320,74760192,5242880,74760192,10813440,0,
D,84019198,2,48,120000016,120004608,15728640,75087872,4915200,75087872,10813440,0,
D,84116379,2,47,120000016,120004608,15400960,75415552,4587520,75415552,10813440,0,
D,84119345,2,46,120000016,120004608,15073280,75743232,4259840,75743232,10813440,0,
D,84120915,2,45,120000016,120004608,14745600,76070912,3932160,76070912,10813440,0,
D,84228219,2,44,120000016,120004608,14417920,76398592,3604480,76398592,10813440,0,
D,84459353,2,43,120000016,120004608,14090240,76726272,3276800,76726272,10813440,0,
D,84678531,2,42,120000016,120004608,13762560,77053952,2949120,77053952,10813440,0,
D,84702941,2,41,120000016,120004608,13434880,77381632,2621440,77381632,10813440,0,
D,84771167,2,40,120000016,120004608,13107200,77709312,2293760,77709312,10813440,0,
D,84869297,2,39,120000016,120004608,12779520,78036992,1966080,78036992,10813440,0,
D,84961391,2,38,120000016,120004608,12451840,78364672,1638400,78364672,10813440,0,
D,84987128,2,37,120000016,120004608,12124160,78692352,1310720,78692352,10813440,0,
D,84999173,2,36,120000016,120004608,11796480,79020032,983040,79020032,10813440,0,
D,85052120,2,35,120000016,120004608,11468800,79347712,655360,79347712,10813440,0,
D,85053612,2,34,120000016,120004608,11141120,79675392,327680,79675392,10813440,0,
D,85061067,2,33,120000016,120004608,10813440,80003072,0,80003072,10813440,0,
D,85165950,2,32,120000016,120004608,10485760,80003072,0,80003072,10485760,0,
E,85207981,2,32,120000016,120004608,10485760,80003072,0,80003072,10485760,0,
M,85271936,2,33,120000016,120004608,10813440,80003072,0,80003072,10813440,0,
M,85382110,2,34,120000016,120004608,11141120,80003072,0,80003072,11141120,0,
M,85502429,2,35,120000016,120004608,11468800,80003072,0,80003072,11468800,0,
M,85617173,2,36,120000016,120004608,11796480,80003072,0,80003072,11796480,0,
M,85731764,2,37,120000016,120004608,12124160,80003072,0,80003072,12124160,0,
M,85853163,2,38,120000016,120004608,12451840,80003072,0,80003072,12451840,0,
M,85975521,2,39,120000016,120004608,12779520,80003072,0,80003072,12779520,0,
M,86086373,2,40,120000016,120004608,13107200,80003072,0,80003072,13107200,0,
M,86195339,2,41,120000016,120004608,13434880,80003072,0,80003072,13434880,0,
M,86308427,2,42,120000016,120004608,13762560,80003072,0,80003072,13762560,0,
M,86419304,2,43,120000016,120004608,14090240,80003072,0,80003072,14090240,0,
M,86526846,2,44,120000016,120004608,14417920,80003072,0,80003072,14417920,0,
M,86648818,2,45,120000016,120004608,14745600,80003072,0,80003072,14745600,0,
M,86759613,2,46,120000016,120004608,15073280,80003072,0,80003072,15073280,0,
M,86872476,2,47,120000016,120004608,15400960,80003072,0,80003072,15400960,0,
M,86977905,2,48,120000016,120004608,15728640,80003072,0,80003072,15728640,0,
M,87091993,2,49,120000016,120004608,16056320,80003072,0,80003072,16056320,0,
M,87210383,2,50,120000016,120004608,16384000,80003072,0,80003072,16384000,0,
M,87317199,2,51,120000016,120004608,16711680,80003072,0,80003072,16711680,0,
M,87429464,2,52,120000016,120004608,17039360,80003072,0,80003072,17039360,0,
M,87538800,2,53,120000016,120004608,17367040,80003072,0,80003072,17367040,0,
M,87641553,2,54,120000016,120004608,17694720,80003072,0,80003072,17694720,0,
M,87755631,2,55,120000016,120004608,18022400,80003072,0,80003072,18022400,0,
M,87891268,2,56,120000016,120004608,18350080,80003072,0,80003072,18350080,0,
M,88020375,2,57,120000016,120004608,18677760,80003072,0,80003072,18677760,0,
M,88142656,2,58,120000016,120004608,19005440,80003072,0,80003072,19005440,0,
M,88257054,2,59,120000016,120004608,19333120,80003072,0,80003072,19333120,0,
M,88377057,2,60,120000016,120004608,19660800,80003072,0,80003072,19660800,0,
M,88498636,2,61,120000016,120004608,19988480,80003072,0,80003072,19988480,0,
M,88608643,2,62,120000016,120004608,20316160,80003072,0,80003072,20316160,0,
M,88719450,2,63,120000016,120004608,20643840,80003072,0,80003072,20643840,0,
M,88831458,2,64,120000016,120004608,20971520,80003072,0,80003072,20971520,0,
S,88874870,2,64,120000016,120004608,20971520,80003072,0,80003072,20971520,0,
D,89048781,2,63,120000016,120004608,20643840,80003072,0,80003072,20643840,0,
D,89087074,2,62,120000016,120004608,20316160,80003072,0,80003072,20316160,0,
D,89087189,2,61,120000016,120004608,19988480,80003072,0,80003072,19988480,0,
D,89097861,2,60,120000016,120004608,19660800,80003072,0,80003072,19660800,0,
D,89123691,2,59,120000016,120004608,19333120,80003072,0,80003072,19333120,0,
D,89129512,2,58,120000016,120004608,19005440,80003072,0,80003072,19005440,0,
D,89147739,2,57,120000016,120004608,18677760,80003072,0,80003072,18677760,0,
D,89156735,2,56,120000016,120004608,18350080,80003072,0,80003072,18350080,0,
D,89161987,2,55,120000016,120004608,18022400,80003072,0,80003072,18022400,0,
D,89162493,2,54,120000016,120004608,17694720,80003072,0,80003072,17694720,0,
D,89186045,2,53,120000016,120004608,17367040,80003072,0,80003072,17367040,0,
D,89208774,2,52,120000016,120004608,17039360,80003072,0,80003072,17039360,0,
D,89242332,2,51,120000016,120004608,16711680,80003072,0,80003072,16711680,0,
D,89271518,2,50,120000016,120004608,16384000,80003072,0,80003072,16384000,0,
D,89311080,2,49,120000016,120004608,16056320,80003072,0,80003072,16056320,0,
D,89362102,2,48,120000016,120004608,15728640,80003072,0,80003072,15728640,0,
D,89430582,2,47,120000016,120004608,15400960,80003072,0,80003072,15400960,0,
D,89485068,2,46,120000016,120004608,15073280,80003072,0,80003072,15073280,0,
D,89513444,2,45,120000016,120004608,14745600,80003072,0,80003072,14745600,0,
D,89526578,2,44,120000016,120004608,14417920,80003072,0,80003072,14417920,0,
D,89589305,2,43,120000016,120004608,14090240,80003072,0,80003072,14090240,0,
D,89599008,2,42,120000016,120004608,13762560,80003072,0,80003072,13762560,0,
D,89606109,2,41,120000016,120004608,13434880,80003072,0,80003072,13434880,0,
D,89702322,2,40,120000016,120004608,13107200,80003072,0,80003072,13107200,0,
D,89717270,2,39,120000016,120004608,12779520,80003072,0,80003072,12779520,0,
D,89717780,2,38,120000016,120004608,12451840,80003072,0,80003072,12451840,0,
D,89718254,2,37,120000016,120004608,12124160,80003072,0,80003072,12124160,0,
D,89727530,2,36,120000016,120004608,11796480,80003072,0,80003072,11796480,0,
D,89761374,2,35,120000016,120004608,11468800,80003072,0,80003072,11468800,0,
D,89763686,2,34,120000016,120004608,11141120,80003072,0,80003072,11141120,0,
D,89772297,2,33,120000016,120004608,10813440,80003072,0,80003072,10813440,0,
D,89775883,2,32,120000016,120004608,10485760,80003072,0,80003072,10485760,0,
E,89888734,2,32,120000016,120004608,10485760,80003072,0,80003072,10485760,0,
M,89955274,2,33,120000016,120004608,10813440,80003072,0,80003072,10813440,0,
M,90063809,2,34,120000016,120004608,11141120,80003072,0,80003072,11141120,0,
M,90166203,2,35,120000016,120004608,11468800,80003072,0,80003072,11468800,0,
M,90279502,2,36,120000016,120004608,11796480,80003072,0,80003072,11796480,0,
M,90388044,2,37,120000016,120004608,12124160,80003072,0,80003072,12124160,0,
M,90491515,2,38,120000016,120004608,12451840,80003072,0,80003072,12451840,0,
M,90607139,2,39,120000016,120004608,12779520,80003072,0,80003072,12779520,0,
M,90719063,2,40,120000016,120004608,13107200,80003072,0,80003072,13107200,0,
M,90828365,2,41,120000016,120004608,13434880,80003072,0,80003072,13434880,0,
M,90929299,2,42,120000016,120004608,13762560,80003072,0,80003072,13762560,0,
M,91040345,2,43,120000016,120004608,14090240,80003072,0,80003072,14090240,0,
M,91158611,2,44,120000016,120004608,14417920,80003072,0,80003072,14417920,0,
M,91274071,2,45,120000016,120004608,14745600,80003072,0,80003072,14745600,0,
M,91393457,2,46,120000016,120004608,15073280,80003072,0,80003072,15073280,0,
M,91505129,2,47,120000016,120004608,15400960,80003072,0,80003072,15400960,0,
M,91616785,2,48,120000016,120004608,15728640,80003072,0,80003072,15728640,0,
M,91739015,2,49,120000016,120004608,16056320,80003072,0,80003072,16056320,0,
M,91852044,2,50,120000016,120004608,16384000,80003072,0,80003072,16384000,0,
M,91975797,2,51,120000016,120004608,16711680,80003072,0,80003072,16711680,0,
M,92080865,2,52,120000016,120004608,17039360,80003072,0,80003072,17039360,0,
M,92198242,2,53,120000016,120004608,17367040,80003072,0,80003072,17367040,0,
M,92325705,2,54,120000016,120004608,17694720,80003072,0,80003072,17694720,0,
M,92450013,2,55,120000016,120004608,18022400,80003072,0,80003072,18022400,0,
M,92555933,2,56,120000016,120004608,18350080,80003072,0,80003072,18350080,0,
M,92666506,2,57,120000016,120004608,18677760,80003072,0,80003072,18677760,0,
M,92775859,2,58,120000016,120004608,19005440,80003072,0,80003072,19005440,0,
M,92881995,2,59,120000016,120004608,19333120,80003072,0,80003072,19333120,0,
M,93002301,2,60,120000016,120004608,19660800,80003072,0,80003072,19660800,0,
M,93104813,2,61,120000016,120004608,19988480,80003072,0,80003072,19988480,0,
M,93219399,2,62,120000016,120004608,20316160,80003072,0,80003072,20316160,0,
M,93332123,2,63,120000016,120004608,20643840,80003072,0,80003072,20643840,0,
M,93446899,2,64,120000016,120004608,20971520,80003072,0,80003072,20971520,0,
S,93490976,2,64,120000016,120004608,20971520,80003072,0,80003072,20971520,0,
D,93657184,2,63,120000016,120004608,20643840,80003072,0,80003072,20643840,0,
D,93681364,2,62,120000016,120004608,20316160,80003072,0,80003072,20316160,0,
D,93698250,2,61,120000016,120004608,19988480,80003072,0,80003072,19988480,0,
D,93698679,2,60,120000016,120004608,19660800,80003072,0,80003072,19660800,0,
D,93732531,2,59,120000016,120004608,19333120,80003072,0,80003072,19333120,0,
D,93739634,2,58,120000016,120004608,19005440,80003072,0,80003072,19005440,0,
D,93745530,2,57,120000016,120004608,18677760,80003072,0,80003072,18677760,0,
D,93761766,2,56,120000016,120004608,18350080,80003072,0,80003072,18350080,0,
D,93794383,2,55,120000016,120004608,18022400,80003072,0,80003072,18022400,0,
D,93800037,2,54,120000016,120004608,17694720,80003072,0,80003072,17694720,0,
D,93818453,2,53,120000016,120004608,17367040,80003072,0,80003072,17367040,0,
D,93818589,2,52,120000016,120004608,17039360,80003072,0,80003072,17039360,0,
D,93861322,2,51,120000016,120004608,16711680,80003072,0,80003072,16711680,0,
D,93884326,2,50,120000016,120004608,16384000,80003072,0,80003072,16384000,0,
D,93933752,2,49,120000016,120004608,16056320,80003072,0,80003072,16056320,0,
D,93985666,2,48,120000016,120004608,15728640,80003072,0,80003072,15728640,0,
D,94038995,2,47,120000016,120004608,15400960,80003072,0,80003072,15400960,0,
D,94165524,2,46,120000016,120004608,15073280,80003072,0,80003072,15073280,0,
D,94218151,2,45,120000016,120004608,14745600,80003072,0,80003072,14745600,0,
D,94218293,2,44,120000016,120004608,14417920,80003072,0,80003072,14417920,0,
D,94218306,2,43,120000016,120004608,14090240,80003072,0,80003072,14090240,0,
D,94218307,2,42,120000016,120004608,13762560,80003072,0,80003072,13762560,0,
D,94226412,2,41,120000016,120004608,13434880,80003072,0,80003072,13434880,0,
D,94234487,2,40,120000016,120004608,13107200,80003072,0,80003072,13107200,0,
D,94265653,2,39,120000016,120004608,12779520,80003072,0,80003072,12779520,0,
D,94267491,2,38,120000016,120004608,12451840,80003072,0,80003072,12451840,0,
D,94308378,2,37,120000016,120004608,12124160,80003072,0,80003072,12124160,0,
D,94325049,2,36,120000016,120004608,11796480,80003072,0,80003072,11796480,0,
D,94326899,2,35,120000016,120004608,11468800,80003072,0,80003072,11468800,0,
D,94400938,2,34,120000016,120004608,11141120,80003072,0,80003072,11141120,0,
D,94479118,2,33,120000016,120004608,10813440,80003072,0,80003072,10813440,0,
D,94529983,2,32,120000016,120004608,10485760,80003072,0,80003072,10485760,0,
E,94569768,2,32,120000016,120004608,10485760,80003072,0,80003072,10485760,0,
M,94638695,2,33,120000016,120004608,10813440,80003072,0,80003072,10813440,0,
